x_center,y_center,lat_center,lon_center,elevation
473625.01,4427625.16,39.998398326434554,-105.30897896166165,2077.0218024410965
473675.01,4427625.16,39.99839988645682,-105.3083932273464,2075.932480755426
473725.01,4427625.16,39.99840144351902,-105.30780749298552,2073.2409890510976
473775.01,4427625.16,39.99840299762115,-105.3072217585791,2062.475491758238
473825.01,4427625.16,39.99840454876319,-105.30663602412724,2045.2366367066143
473875.01,4427625.16,39.99840609694516,-105.30605028963002,2022.2342977862427
473925.01,4427625.16,39.998407642167045,-105.30546455508753,1998.93874089363
473975.01,4427625.16,39.99840918442885,-105.30487882049984,1981.634690405975
474025.01,4427625.16,39.99841072373058,-105.30429308586704,1967.5599266098395
474075.01,4427625.16,39.99841226007223,-105.30370735118925,1959.98025869983
474125.01,4427625.16,39.99841379345379,-105.30312161646653,1932.0437849048196
474175.01,4427625.16,39.99841532387527,-105.30253588169894,1929.941557595721
474225.01,4427625.16,39.99841685133667,-105.30195014688663,1906.6361223999968
474275.01,4427625.16,39.99841837583799,-105.30136441202963,1898.4716345458135
474325.01,4427625.16,39.998419897379215,-105.30077867712805,1895.7735392506693
474375.01,4427625.16,39.998421415960365,-105.30019294218198,1900.3435929879965
474425.01,4427625.16,39.99842293158142,-105.29960720719151,1893.362249483683
474475.01,4427625.16,39.9984244442424,-105.29902147215671,1887.5703050730367
474525.01,4427625.16,39.99842595394329,-105.29843573707768,1878.0568694241686
474575.01,4427625.16,39.998427460684084,-105.2978500019545,1869.781496808105
474625.01,4427625.16,39.9984289644648,-105.29726426678725,1852.9457242496037
474675.01,4427625.16,39.998430465285416,-105.29667853157603,1827.2356326622416
474725.01,4427625.16,39.99843196314595,-105.29609279632093,1822.8515275439074
474775.01,4427625.16,39.99843345804639,-105.29550706102202,1824.0613736672517
474825.01,4427625.16,39.998434949986745,-105.2949213256794,1835.5451764468658
474875.01,4427625.16,39.998436438967,-105.29433559029314,1860.2274800536793
474925.01,4427625.16,39.99843792498717,-105.29374985486335,1849.9221086382504
474975.01,4427625.16,39.99843940804724,-105.2931641193901,1816.7544098349363
475025.01,4427625.16,39.99844088814722,-105.29257838387349,1786.4195900108855
475075.01,4427625.16,39.99844236528711,-105.2919926483136,1767.3798630926717
475125.01,4427625.16,39.99844383946691,-105.2914069127105,1758.4291994572577
475175.01,4427625.16,39.9984453106866,-105.2908211770643,1759.9931119728499
475225.01,4427625.16,39.998446778946196,-105.29023544137506,1762.4798791134986
475275.01,4427625.16,39.9984482442457,-105.28964970564292,1765.0736471518987
475325.01,4427625.16,39.998449706585106,-105.28906396986791,1765.4004663461578
475375.01,4427625.16,39.99845116596441,-105.28847823405013,1764.1125231583555
475425.01,4427625.16,39.998452622383624,-105.28789249818969,1762.1079740758569
475475.01,4427625.16,39.99845407584273,-105.28730676228666,1759.2263048965156
473375.01,4427675.16,39.998840965486764,-105.31190968213599,2001.4908145240427
473425.01,4427675.16,39.99884254033439,-105.31132394420135,2008.621690614489
473475.01,4427675.16,39.998844112221896,-105.31073820622066,2033.6796028168994
473525.01,4427675.16,39.99884568114929,-105.310152468194,2055.975919732439
473575.01,4427675.16,39.99884724711656,-105.30956673012146,2072.805657229529
473625.01,4427675.16,39.9988488101237,-105.30898099200311,2085.3459567567675
473675.01,4427675.16,39.99885037017073,-105.30839525383907,2088.590044864922
473725.01,4427675.16,39.998851927257626,-105.3078095156294,2083.6495642895334
473775.01,4427675.16,39.99885348138441,-105.30722377737419,2074.9757699046168
473825.01,4427675.16,39.998855032551056,-105.30663803907353,2071.206283629732
473875.01,4427675.16,39.99885658075758,-105.30605230072753,2046.517140379139
473925.01,4427675.16,39.99885812600398,-105.30546656233624,2022.0012150259092
473975.01,4427675.16,39.99885966829026,-105.30488082389975,2002.390862984609
474025.01,4427675.16,39.99886120761641,-105.30429508541818,1978.467108416947
474075.01,4427675.16,39.998862743982414,-105.30370934689157,1954.9499061993647
474125.01,4427675.16,39.998864277388314,-105.30312360832005,1943.77717040126
474175.01,4427675.16,39.99886580783406,-105.30253786970368,1947.8222665294536
474225.01,4427675.16,39.9988673353197,-105.30195213104255,1919.7435857696464
474275.01,4427675.16,39.998868859845196,-105.30136639233676,1918.1641392241138
474325.01,4427675.16,39.99887038141057,-105.30078065358637,1925.138525218913
474375.01,4427675.16,39.9988719000158,-105.3001949147915,1922.5253096012007
474425.01,4427675.16,39.99887341566091,-105.29960917595223,1913.563167061834
474475.01,4427675.16,39.99887492834587,-105.29902343706861,1906.5008387758953
474525.01,4427675.16,39.99887643807072,-105.29843769814077,1894.2670265236222
474575.01,4427675.16,39.998877944835414,-105.29785195916878,1881.895634881599
474625.01,4427675.16,39.99887944863998,-105.29726622015274,1855.6113173821225
474675.01,4427675.16,39.99888094948441,-105.29668048109271,1839.963705526124
474725.01,4427675.16,39.99888244736871,-105.29609474198878,1846.0300618304186
474775.01,4427675.16,39.99888394229287,-105.29550900284106,1849.565746526589
474825.01,4427675.16,39.99888543425688,-105.29492326364962,1869.0256703192647
474875.01,4427675.16,39.998886923260756,-105.29433752441456,1885.7060472930827
474925.01,4427675.16,39.998888409304506,-105.29375178513595,1874.9343052639103
474975.01,4427675.16,39.99888989238811,-105.29316604581388,1840.0248768627457
475025.01,4427675.16,39.99889137251156,-105.29258030644844,1808.9263399588851
475075.01,4427675.16,39.99889284967489,-105.29199456703974,1780.3923095867917
475125.01,4427675.16,39.99889432387807,-105.29140882758782,1758.631938803377
475175.01,4427675.16,39.9988957951211,-105.2908230880928,1752.49329846154
475225.01,4427675.16,39.99889726340399,-105.29023734855474,1754.2169046065515
475275.01,4427675.16,39.99889872872673,-105.28965160897377,1757.1619008376108
475325.01,4427675.16,39.99890019108934,-105.28906586934993,1757.1109571899017
475375.01,4427675.16,39.9989016504918,-105.28848012968334,1756.1118240678725
475425.01,4427675.16,39.99890310693411,-105.28789438997407,1754.5983009049771
475475.01,4427675.16,39.99890456041628,-105.2873086502222,1752.001924702264
473375.01,4427725.16,39.99929144901626,-105.31191173176752,1993.2092647058826
473425.01,4427725.16,39.999293023888875,-105.31132598998401,2005.7956755767125
473475.01,4427725.16,39.999294595801324,-105.31074024815445,2031.500912810827
473525.01,4427725.16,39.9992961647536,-105.3101545062789,2057.891711581653
473575.01,4427725.16,39.99929773074571,-105.30956876435751,2077.504629359659
473625.01,4427725.16,39.999299293777646,-105.3089830223903,2098.018034223705
473675.01,4427725.16,39.99930085384943,-105.30839728037736,2100.8524824734855
473725.01,4427725.16,39.99930241096103,-105.30781153831883,2097.156865919474
473775.01,4427725.16,39.999303965112446,-105.30722579621474,2094.8121361788667
473825.01,4427725.16,39.99930551630372,-105.3066400540652,2087.718308303885
473875.01,4427725.16,39.9993070645348,-105.30605431187031,2068.4403090869396
473925.01,4427725.16,39.99930860980571,-105.30546856963014,2046.2148265201
473975.01,4427725.16,39.99931015211645,-105.30488282734478,2030.8622797343019
474025.01,4427725.16,39.999311691467014,-105.30429708501431,2007.7894905564085
474075.01,4427725.16,39.99931322785741,-105.30371134263882,1985.4890292707075
474125.01,4427725.16,39.999314761287614,-105.30312560021842,1976.5414721529562
474175.01,4427725.16,39.99931629175766,-105.30253985775316,1972.8202768791627
474225.01,4427725.16,39.999317819267524,-105.30195411524315,1952.5111711471977
474275.01,4427725.16,39.9993193438172,-105.30136837268846,1946.4623144815723
474325.01,4427725.16,39.99932086540671,-105.30078263008919,1955.8839366703473
474375.01,4427725.16,39.99932238403604,-105.30019688744542,1944.98515306564
474425.01,4427725.16,39.99932389970519,-105.29961114475725,1934.387625284739
474475.01,4427725.16,39.99932541241416,-105.29902540202475,1918.8687445494247
474525.01,4427725.16,39.99932692216294,-105.29843965924802,1899.7472551796025
474575.01,4427725.16,39.999328428951536,-105.29785391642714,1878.7369197555402
474625.01,4427725.16,39.999329932779965,-105.29726817356219,1860.3766688837065
474675.01,4427725.16,39.99933143364821,-105.29668243065326,1863.1146088089615
474725.01,4427725.16,39.99933293155626,-105.29609668770044,1870.8494092584106
474775.01,4427725.16,39.999334426504134,-105.29551094470382,1882.248928724766
474825.01,4427725.16,39.99933591849182,-105.29492520166347,1905.3687394502138
474875.01,4427725.16,39.99933740751932,-105.29433945857951,1911.7179085669713
474925.01,4427725.16,39.99933889358664,-105.293753715452,1884.1313506307863
474975.01,4427725.16,39.99934037669376,-105.29316797228103,1851.1659512991632
475025.01,4427725.16,39.99934185684071,-105.29258222906668,1813.8195811823457
475075.01,4427725.16,39.99934333402746,-105.29199648580907,1784.715209391974
475125.01,4427725.16,39.999344808254016,-105.29141074250825,1761.059033158424
475175.01,4427725.16,39.999346279520395,-105.29082499916431,1749.3037732342016
475225.01,4427725.16,39.999347747826576,-105.29023925577735,1746.2793589743508
475275.01,4427725.16,39.99934921317258,-105.28965351234746,1747.4425125887635
475325.01,4427725.16,39.999350675558375,-105.28906776887472,1746.95091216979
475375.01,4427725.16,39.99935213498399,-105.2884820253592,1746.0468576339176
475425.01,4427725.16,39.999353591449406,-105.28789628180101,1746.0650297712307
475475.01,4427725.16,39.999355044954626,-105.28731053820024,1743.4371582278457
473425.01,4427775.16,39.999743507408134,-105.31132803581272,2013.9486961451244
473475.01,4427775.16,39.999745079345516,-105.31074229013421,2037.0236789600945
473525.01,4427775.16,39.99974664832269,-105.31015654440971,2062.2671621371856
473575.01,4427775.16,39.99974821433964,-105.30957079863934,2082.8072924228654
473625.01,4427775.16,39.999749777396374,-105.30898505282318,2105.9564885412096
473675.01,4427775.16,39.9997513374929,-105.30839930696129,2113.3785888517596
473725.01,4427775.16,39.999752894629204,-105.30781356105378,2113.4025136172886
473775.01,4427775.16,39.99975444880529,-105.30722781510075,2109.660951564886
473825.01,4427775.16,39.999756000021144,-105.30664206910224,2102.644908985616
473875.01,4427775.16,39.999757548276804,-105.30605632305837,2091.719764642086
473925.01,4427775.16,39.99975909357222,-105.30547057696924,2070.506722507719
473975.01,4427775.16,39.99976063590743,-105.30488483083491,2053.6589086523963
474025.01,4427775.16,39.99976217528242,-105.30429908465547,2026.609423232405
474075.01,4427775.16,39.999763711697184,-105.30371333843101,2012.2958606087443
474125.01,4427775.16,39.99976524515173,-105.30312759216163,2006.3977533682341
474175.01,4427775.16,39.99976677564604,-105.3025418458474,1998.882385535147
474225.01,4427775.16,39.99976830318013,-105.30195609948841,1998.6116585995471
474275.01,4427775.16,39.999769827754,-105.30137035308475,1968.05597283502
474325.01,4427775.16,39.99977134936764,-105.30078460663651,1974.7956646438834
474375.01,4427775.16,39.999772868021054,-105.30019886014377,1964.6226015261911
474425.01,4427775.16,39.99977438371425,-105.29961311360661,1948.6970427540286
474475.01,4427775.16,39.99977589644722,-105.29902736702513,1926.298408648999
474525.01,4427775.16,39.999777406219955,-105.29844162039942,1904.7756944033238
474575.01,4427775.16,39.999778913032465,-105.29785587372955,1888.687263740603
474625.01,4427775.16,39.99978041688474,-105.29727012701561,1871.4890654407816
474675.01,4427775.16,39.999781917776794,-105.2966843802577,1887.5896330066166
474725.01,4427775.16,39.99978341570861,-105.2960986334559,1904.4090774907704
474775.01,4427775.16,39.9997849106802,-105.2955128866103,1916.400364913247
474825.01,4427775.16,39.99978640269154,-105.29492713972095,1926.6472966849485
474875.01,4427775.16,39.99978789174267,-105.29434139278801,1913.5626483621452
474925.01,4427775.16,39.99978937783356,-105.2937556458115,1881.1686801389378
474975.01,4427775.16,39.99979086096422,-105.29316989879155,1853.480019847831
475025.01,4427775.16,39.99979234113463,-105.2925841517282,1814.3664199432521
475075.01,4427775.16,39.99979381834483,-105.2919984046216,1786.4547032984563
475125.01,4427775.16,39.999795292594776,-105.29141265747178,1766.3658100187963
475175.01,4427775.16,39.99979676388449,-105.29082691027885,1751.9556849139053
475225.01,4427775.16,39.99979823221397,-105.2902411630429,1741.8711605018384
475275.01,4427775.16,39.9997996975832,-105.289655415764,1739.737717705737
475325.01,4427775.16,39.99980115999221,-105.28906966844227,1738.5865341187987
475375.01,4427775.16,39.99980261944097,-105.28848392107776,1738.1817116489617
475425.01,4427775.16,39.99980407592949,-105.28789817367057,1738.2926598416077
475475.01,4427775.16,39.999805529457774,-105.2873124262208,1736.649055766795
473425.01,4427825.16,40.0001939908922,-105.3113300816875,2013.864377104377
473475.01,4427825.16,40.00019556285452,-105.31074433215994,2030.3364868320105
473525.01,4427825.16,40.00019713185658,-105.3101585825864,2056.1800746268577
473575.01,4427825.16,40.00019869789836,-105.30957283296698,2081.0261975681146
473625.01,4427825.16,40.0002002609799,-105.30898708330176,2110.166742873816
473675.01,4427825.16,40.000201821101165,-105.30840133359082,2123.421563552564
473725.01,4427825.16,40.00020337826218,-105.30781558383427,2122.7055652845675
473775.01,4427825.16,40.000204932462914,-105.30722983403217,2118.640882099826
473825.01,4427825.16,40.000206483703394,-105.30664408418463,2115.2086828717024
473875.01,4427825.16,40.000208031983604,-105.30605833429172,2109.1440785613086
473925.01,4427825.16,40.00020957730355,-105.30547258435351,2086.1839615895387
473975.01,4427825.16,40.00021111966322,-105.30488683437014,2065.125647147799
474025.01,4427825.16,40.000212659062626,-105.30430108434165,2055.581163021124
474075.01,4427825.16,40.000214195501755,-105.30371533426812,2043.7675199154721
474125.01,4427825.16,40.00021572898062,-105.30312958414969,2031.3622131971197
474175.01,4427825.16,40.00021725949922,-105.30254383398639,2018.2505681430134
474225.01,4427825.16,40.00021878705755,-105.30195808377835,2011.2694952742831
474275.01,4427825.16,40.00022031165559,-105.30137233352562,1991.2541189390138
474325.01,4427825.16,40.00022183329338,-105.30078658322832,1993.0837326911571
474375.01,4427825.16,40.00022335197089,-105.30020083288652,1981.3808293722434
474425.01,4427825.16,40.000224867688125,-105.29961508250028,1962.1570959305398
474475.01,4427825.16,40.000226380445085,-105.29902933206975,1942.4922623785985
474525.01,4427825.16,40.00022789024178,-105.29844358159497,1927.0796634250712
474575.01,4427825.16,40.000229397078186,-105.29785783107603,1903.5032500178047
474625.01,4427825.16,40.00023090095432,-105.29727208051303,1884.9220681804109
474675.01,4427825.16,40.000232401870186,-105.29668632990604,1903.283363574744
474725.01,4427825.16,40.00023389982576,-105.29610057925517,1928.1097963697916
474775.01,4427825.16,40.00023539482106,-105.29551482856048,1933.226945944226
474825.01,4427825.16,40.00023688685609,-105.29492907782208,1913.1311822789844
474875.01,4427825.16,40.00023837593083,-105.29434332704005,1890.314768588142
474925.01,4427825.16,40.0002398620453,-105.29375757621447,1868.5364070233331
474975.01,4427825.16,40.00024134519948,-105.29317182534544,1850.3168834897035
475025.01,4427825.16,40.00024282539338,-105.29258607443302,1814.0622357820703
475075.01,4427825.16,40.000244302627,-105.29200032347732,1788.3900820410236
475125.01,4427825.16,40.000245776900336,-105.29141457247843,1770.294846803687
475175.01,4427825.16,40.00024724821339,-105.29082882143642,1756.9678017703886
475225.01,4427825.16,40.000248716566155,-105.29024307035138,1745.7702197511219
475275.01,4427825.16,40.00025018195865,-105.28965731922341,1738.9889319380684
475325.01,4427825.16,40.00025164439085,-105.28907156805258,1734.6921348012877
475375.01,4427825.16,40.00025310386276,-105.28848581683899,1735.6438016776513
475425.01,4427825.16,40.00025456037439,-105.28790006558272,1734.592538574579
475475.01,4427825.16,40.000256013925735,-105.28731431428385,1732.401764705881
473475.01,4427875.16,40.000646046328306,-105.31074637423164,2032.0017271589488
473525.01,4427875.16,40.00064761535525,-105.31016062080899,2056.012923735287
473575.01,4427875.16,40.000649181421885,-105.30957486734043,2078.4497919149444
473625.01,4427875.16,40.000650744528215,-105.30898911382607,2104.3711773279347
473675.01,4427875.16,40.00065230467423,-105.30840336026601,2123.7084722716077
473725.01,4427875.16,40.00065386185994,-105.30781760666031,2128.7849054929416
473775.01,4427875.16,40.000655416085344,-105.30723185300907,2126.7209838241442
473825.01,4427875.16,40.000656967350416,-105.30664609931239,2120.140093497315
473875.01,4427875.16,40.00065851565519,-105.30606034557033,2113.50324274244
473925.01,4427875.16,40.000660060999635,-105.305474591783,2098.8670517695177
473975.01,4427875.16,40.000661603383776,-105.30488883795047,2083.6516268332457
474025.01,4427875.16,40.0006631428076,-105.30430308407283,2077.7523976822804
474075.01,4427875.16,40.00066467927112,-105.30371733015018,2068.7434436016374
474125.01,4427875.16,40.00066621277431,-105.30313157618258,2053.9848321836084
474175.01,4427875.16,40.00066774331719,-105.30254582217016,2034.949291361644
474225.01,4427875.16,40.00066927089975,-105.30196006811296,2016.8425570731715
474275.01,4427875.16,40.000670795521984,-105.30137431401107,2015.9596980217927
474325.01,4427875.16,40.000672317183906,-105.30078855986461,2010.465670446965
474375.01,4427875.16,40.00067383588551,-105.30020280567368,1996.1908055603462
474425.01,4427875.16,40.00067535162678,-105.2996170514383,1977.0510357068301
474475.01,4427875.16,40.00067686440775,-105.2990312971586,1957.4258280513554
474525.01,4427875.16,40.000678374228386,-105.29844554283466,1936.0550975324663
474575.01,4427875.16,40.0006798810887,-105.29785978846657,1909.38260711152
474625.01,4427875.16,40.00068138498869,-105.2972740340544,1902.0647718332034
474675.01,4427875.16,40.00068288592836,-105.29668827959827,1916.5539718848336
474725.01,4427875.16,40.00068438390771,-105.29610252509823,1934.9736534008744
474775.01,4427875.16,40.000685878926724,-105.29551677055439,1925.6881862269518
474825.01,4427875.16,40.00068737098542,-105.29493101596682,1898.453968960867
474875.01,4427875.16,40.00068886008378,-105.29434526133564,1872.015621781671
474925.01,4427875.16,40.00069034622182,-105.29375950666089,1855.5345719388295
474975.01,4427875.16,40.00069182939953,-105.2931737519427,1838.3145823066952
475025.01,4427875.16,40.000693309616906,-105.29258799718112,1803.1866085615252
475075.01,4427875.16,40.00069478687397,-105.29200224237624,1785.0780339874202
475125.01,4427875.16,40.00069626117069,-105.29141648752818,1774.6643886648267
475175.01,4427875.16,40.000697732507085,-105.290830732637,1765.3180915321086
475225.01,4427875.16,40.00069920088315,-105.2902449777028,1754.2026503195514
475275.01,4427875.16,40.00070066629888,-105.28965922272566,1741.9377814207598
475325.01,4427875.16,40.000702128754284,-105.28907346770566,1734.2543234811199
