u,v,key,oneway,length,ref,bridge,junction,tunnel,area,geometry
176489804,5535571331,0,False,188.031,,,,,,"LINESTRING (475485.8027161208 4429295.664450623, 475539.7870883687 4429307.622037975, 475609.6466943621 4429322.703443401, 475609.6460637272 4429261.302747614)"
176489804,1021761783,0,False,59.666000000000004,,yes,,,,"LINESTRING (475485.8027161208 4429295.664450623, 475486.08080030815 4429305.153359722, 475487.00555342244 4429348.459411061, 475487.0529080385 4429355.207565078)"
176489804,176489798,0,False,61.402,,,,,,"LINESTRING (475485.8027161208 4429295.664450623, 475485.64246127097 4429261.834644219, 475485.5129002468 4429242.82215474, 475485.4515363997 4429234.375871513)"
176489858,10242876211,0,False,51.869,,,,,,"LINESTRING (475391.51659269247 4429715.562828568, 475379.8860933296 4429766.024126908)"
176489858,2497379485,0,False,159.058,,,,,,"LINESTRING (475391.51659269247 4429715.562828568, 475545.92806536733 4429754.9440839635)"
176489858,176444001,0,False,66.34700000000001,,,,,,"LINESTRING (475391.51659269247 4429715.562828568, 475340.07424759696 4429702.454845365, 475326.949041901 4429705.08353491)"
176489860,176489862,0,False,50.494,,,,,,"LINESTRING (475374.4332564679 4429792.468973097, 475374.435385983 4429794.921888855)"
176489860,10242876211,0,False,27.046,,,,,,"LINESTRING (475374.4332564679 4429792.468973097, 475379.8860933296 4429766.024126908)"
176489860,2497384221,0,False,50.039,,,,,,"LINESTRING (475374.4332564679 4429792.468973097, 475424.57814483746 4429792.484326152)"
176489860,395375480,0,False,116.224,,,,,,"LINESTRING (475374.4332564679 4429792.468973097, 475257.963769308 4429792.580682914)"
176489862,176489860,0,False,50.494,,,,,,"LINESTRING (475374.435385983 4429794.921888855, 475374.4332564679 4429792.468973097)"
176491030,11258777317,0,False,6.372,,,,,,"LINESTRING (475932.45804489264 4427803.66371063, 475932.5208420004 4427810.023328821)"
176491030,1201255952,0,False,35.75,,,,,,"LINESTRING (475932.45804489264 4427803.66371063, 475968.2839331159 4427803.672560865)"
176491030,1201255950,0,False,48.319,,,,,,"LINESTRING (475932.45804489264 4427803.66371063, 475884.04415445705 4427804.505155743)"
176491034,176491036,0,False,193.57,,,,,,"LINESTRING (475931.81681827875 4428208.074741307, 475931.56602962076 4428401.289806362)"
176491034,176439754,0,False,208.916,,,,,,"LINESTRING (475931.81681827875 4428208.074741307, 475932.20700584905 4427999.542452557)"
176491034,1201255957,0,False,35.161,,,,,,"LINESTRING (475931.81681827875 4428208.074741307, 475967.05097451847 4428207.807964217)"
176491034,1201255948,0,False,48.32,,,,,,"LINESTRING (475931.81681827875 4428208.074741307, 475883.4077743293 4428206.940544098)"
176491036,176491034,0,False,193.57,,,,,,"LINESTRING (475931.56602962076 4428401.289806362, 475931.81681827875 4428208.074741307)"
176491036,1201255985,0,False,35.057,,,,,,"LINESTRING (475931.56602962076 4428401.289806362, 475966.6973932146 4428401.189833454)"
176491036,1201255947,0,False,49.401,,,,,,"LINESTRING (475931.56602962076 4428401.289806362, 475882.06050275516 4428401.213516981)"
176491036,5142433709,0,False,201.544,,,,,,"LINESTRING (475931.56602962076 4428401.289806362, 475931.0405686417 4428593.995237128, 475931.07589998347 4428602.463792436)"
176491044,176399924,0,False,47.66,,,,,,"LINESTRING (475929.72633220477 4428844.885093955, 475881.9651453834 4428844.91429899)"
176491044,4562919351,0,False,7.773,,,,,,"LINESTRING (475929.72633220477 4428844.885093955, 475929.7615240592 4428837.126659443)"
176491044,2110230084,0,False,54.223,,,,,,"LINESTRING (475929.72633220477 4428844.885093955, 475930.44455690903 4428861.476087623, 475931.73495954927 4428883.570462154, 475931.90305546246 4428888.142790538, 475931.89392343356 4428890.6512331115, 475931.61631533864 4428894.625616445, 475931.0068006194 4428898.900727875)"
176491050,4030731053,0,True,42.446,,,,,,"LINESTRING (475923.6594279769 4428926.216856137, 475925.3583709153 4428934.4692655215, 475926.8436247842 4428939.925359225, 475928.6076762949 4428944.481537584, 475930.31742659054 4428948.061160672, 475933.0696016566 4428952.014857556, 475936.2877402286 4428954.879361861, 475939.8044147576 4428957.687427241, 475942.6690456039 4428959.420936515, 475945.0104620169 4428960.334762557)"
176491050,176491054,0,False,34.983000000000004,,,,,,"LINESTRING (475923.6594279769 4428926.216856137, 475918.25528789434 4428939.186703791, 475914.8223513887 4428946.656220736, 475913.533899969 4428949.446194334, 475909.1912067878 4428958.0063144835)"
176491050,2110230084,0,False,28.348,,,,,,"LINESTRING (475923.6594279769 4428926.216856137, 475926.67579511914 4428916.562124334, 475928.7676791474 4428908.741683713, 475930.19923126133 4428902.62150736, 475931.0068006194 4428898.900727875)"
176491054,5083039918,0,False,6.827,,,,,,"LINESTRING (475909.1912067878 4428958.0063144835, 475906.06107081246 4428964.065281139)"
176491054,176491050,0,False,34.983,,,,,,"LINESTRING (475909.1912067878 4428958.0063144835, 475913.533899969 4428949.446194334, 475914.8223513887 4428946.656220736, 475918.25528789434 4428939.186703791, 475923.6594279769 4428926.216856137)"
176491054,4030731053,0,True,35.821,,,,,,"LINESTRING (475909.1912067878 4428958.0063144835, 475915.7128649147 4428958.351933195, 475922.9089028934 4428958.739819335, 475945.0104620169 4428960.334762557)"
176491058,176465782,0,False,20.533,,,,,,"LINESTRING (475884.74974450946 4428999.050835106, 475877.88936933735 4429018.374061257)"
176491058,176538282,0,True,47.29500000000001,,,,,,"LINESTRING (475884.74974450946 4428999.050835106, 475885.91336385213 4428986.505074734, 475885.98143222474 4428981.055162668, 475885.67626287485 4428976.327880549, 475885.3012840891 4428973.80955614, 475883.46589127596 4428970.985085369, 475879.6029223088 4428966.635358401, 475877.1046722363 4428964.712024709, 475868.5985481687 4428960.288237806)"
176491058,5083039918,0,False,40.999,,,,,,"LINESTRING (475884.74974450946 4428999.050835106, 475893.2816743437 4428984.705848479, 475898.9959529739 4428975.364429821, 475900.9404386036 4428972.217201204, 475906.06107081246 4428964.065281139)"
176491060,176495094,0,False,103.582,,,,,,"LINESTRING (475852.5580956971 4429120.433706224, 475953.0746856193 4429146.231595312)"
176491060,2110230081,0,False,54.472,,,,,,"LINESTRING (475852.5580956971 4429120.433706224, 475866.2597903346 4429067.802300995)"
176491060,176488637,0,False,110.895,,,,,,"LINESTRING (475852.5580956971 4429120.433706224, 475794.60208257806 4429105.090185795, 475774.1876116753 4429099.827578406, 475745.06081098126 4429092.372969356)"
176491060,4564481648,0,False,71.31800000000001,,,,,,"LINESTRING (475852.5580956971 4429120.433706224, 475842.30963707325 4429158.547542093, 475834.1029472006 4429189.207355671)"
176491064,4613107715,0,False,11.792,,,,,,"LINESTRING (475815.44482507213 4429255.772967855, 475812.62214146234 4429267.203004345)"
176491064,5535571333,0,False,32.32,,,,,,"LINESTRING (475815.44482507213 4429255.772967855, 475824.196295548 4429224.711827441)"
176491064,2496667582,0,False,86.313,,,,,,"LINESTRING (475815.44482507213 4429255.772967855, 475781.03817181324 4429246.370460684, 475751.8438042731 4429238.960440224, 475739.38284771645 4429236.081095711, 475731.570142601 4429234.929509106)"
176491064,8371532092,0,False,73.58500000000001,,,,,,"LINESTRING (475815.44482507213 4429255.772967855, 475848.8423663128 4429264.557280467, 475886.69904302276 4429274.681699633)"
176491072,2496667747,0,False,32.226,,,,,,"LINESTRING (475806.59290737676 4429319.6214298755, 475794.1429646109 4429322.835413739, 475786.11221198365 4429322.8609793065, 475774.7107743339 4429323.008281725)"
176491072,1021761796,0,False,82.625,,yes,,,,"LINESTRING (475806.59290737676 4429319.6214298755, 475809.775360882 4429343.496751471, 475817.9424437673 4429391.71893495, 475819.89217662497 4429401.00275365)"
176491072,4613107715,0,False,53.071,,,,,,"LINESTRING (475806.59290737676 4429319.6214298755, 475806.5475312852 4429313.4060309855, 475806.7510162231 4429304.936706072, 475807.1629264658 4429297.598835004, 475807.9875109462 4429288.528178605, 475808.43911361304 4429285.618755872, 475809.7322157476 4429278.955132366, 475812.62214146234 4429267.203004345)"
176491081,5078274229,0,False,127.67,,,,,,"LINESTRING (475786.5746170578 4429634.258308726, 475910.0817531765 4429667.507677033)"
176491081,5536508947,0,False,84.0,,,,,,"LINESTRING (475786.5746170578 4429634.258308726, 475705.0760282424 4429613.274405424)"
176491081,8238681174,0,False,49.247,,,,,,"LINESTRING (475786.5746170578 4429634.258308726, 475784.3455739831 4429644.454463483, 475781.9123095639 4429657.514860673, 475781.62561274867 4429666.639308476, 475780.7387451049 4429682.924646141)"
176491081,176434228,0,False,56.14,,,,,,"LINESTRING (475786.5746170578 4429634.258308726, 475791.0209539922 4429615.530917663, 475797.3440348854 4429588.517561219, 475799.4068128415 4429579.698239997)"
176491091,176434224,0,False,111.606,,,,,,"LINESTRING (475698.63953525305 4429793.878830916, 475647.1030329779 4429780.746879802)"
176491091,395375491,0,False,58.864000000000004,,,,,,"LINESTRING (475760.44007309835 4429793.681569499, 475763.91407365625 4429783.337147021, 475769.32475759106 4429764.662160117, 475771.7164975697 4429751.97926113)"
176492309,176487116,0,False,8.528,,,,,,"LINESTRING (475312.4788741149 4428212.623261595, 475321.02358080377 4428212.795322893)"
176492315,176434081,0,False,93.928,,,,,,"LINESTRING (475346.09004834626 4428209.3510000855, 475346.3325042374 4428115.595529153)"
176492315,176492319,0,False,29.686,,,,,,"LINESTRING (475346.09004834626 4428209.3510000855, 475360.6253311343 4428209.081926138, 475375.8352087714 4428208.899489784)"
176492315,176487116,0,False,25.732000000000003,,,,,,"LINESTRING (475346.09004834626 4428209.3510000855, 475338.3551259497 4428211.473813768, 475324.602740392 4428211.007845657, 475321.02358080377 4428212.795322893)"
176492319,176436824,0,False,92.683,,,,,,"LINESTRING (475375.8352087714 4428208.899489784, 475376.70652172994 4428301.408258314)"
176492319,10839636525,0,False,108.747,,,,,,"LINESTRING (475375.8352087714 4428208.899489784, 475405.0476526252 4428207.362099405, 475484.7676641701 4428206.538729177)"
176492319,176492315,0,False,29.686,,,,,,"LINESTRING (475375.8352087714 4428208.899489784, 475360.6253311343 4428209.081926138, 475346.09004834626 4428209.3510000855)"
176492325,1201255948,0,False,48.627,,,,,,"LINESTRING (475834.6779243525 4428206.92868948, 475883.4077743293 4428206.940544098)"
176492325,1201255938,0,False,50.296,,,,,,"LINESTRING (475834.6779243525 4428206.92868948, 475784.2754618122 4428207.033462537)"
176492325,176539309,0,True,193.703,,,,,,"LINESTRING (475834.6779243525 4428206.92868948, 475834.5239138925 4428400.276658852)"
176492327,5090691711,0,False,30.306,,,,,,"LINESTRING (476004.24085252406 4428207.879255421, 476034.61007507524 4428207.728030148)"
176492327,1201255957,0,False,37.112,,,,,,"LINESTRING (476004.24085252406 4428207.879255421, 475967.05097451847 4428207.807964217)"
176492327,176495108,0,False,193.269,,,,,,"LINESTRING (476004.24085252406 4428207.879255421, 476004.2689443262 4428400.793746815)"
176492327,10653583326,0,False,117.022,,,,,,"LINESTRING (476004.24085252406 4428207.879255421, 476004.17117573 4428091.071895143)"
176492329,4493235390,0,False,52.562,,,,,,"LINESTRING (476100.5643166099 4428207.597324461, 476057.0327940876 4428207.624129867)"
176492796,1201255945,0,False,50.141,,,,,,"LINESTRING (475833.4219651368 4428601.497010928, 475783.1763489695 4428601.789999019)"
176492796,1201255946,0,False,48.361,,,,,,"LINESTRING (475833.4219651368 4428601.497010928, 475881.88522806496 4428601.676170971)"
176492797,5142433709,0,False,7.9,,,,,,"LINESTRING (475923.1630002226 4428602.211355268, 475931.07589998347 4428602.463792436)"
176492797,9253805593,0,False,6.383,,,,,,"LINESTRING (475923.1630002226 4428602.211355268, 475923.0404138665 4428595.840819348)"
176492797,1201255946,0,False,41.242000000000004,,,,,,"LINESTRING (475923.1630002226 4428602.211355268, 475919.65314868797 4428601.612011204, 475881.88522806496 4428601.676170971)"
176492797,5083059345,0,False,5.5280000000000005,,,,,,"LINESTRING (475923.1630002226 4428602.211355268, 475922.88510346785 4428606.09694463, 475922.26678563165 4428607.5972898565)"
176492799,176495108,0,False,204.847,,,,,,"LINESTRING (476003.7958260134 4428605.264113156, 476004.2689443262 4428400.793746815)"
176492799,1201255967,0,False,37.16,,,,,,"LINESTRING (476003.7958260134 4428605.264113156, 475966.55755680794 4428605.470471034)"
176492799,1201255971,0,False,52.747,,,,,,"LINESTRING (476003.7958260134 4428605.264113156, 476056.6542337366 4428605.308431739)"
176492799,9191943627,0,False,155.018,,,,,,"LINESTRING (476003.7958260134 4428605.264113156, 476003.78725390765 4428616.074731704, 476004.3200968183 4428706.520193601, 476004.1473985085 4428759.996549325)"
176492800,1201255971,0,False,52.202,,,,,,"LINESTRING (476101.81372614903 4428605.290978583, 476056.6542337366 4428605.308431739)"
176495087,4564482192,0,False,43.354,,,,,,"LINESTRING (476003.8412074796 4428960.526296488, 475993.7750375838 4429002.623940649)"
176495087,176538284,0,False,107.482,,,,,,"LINESTRING (476003.8412074796 4428960.526296488, 476102.9303853976 4428960.704439065)"
176495087,4030731053,0,False,58.707,,,,,,"LINESTRING (476003.8412074796 4428960.526296488, 475945.0104620169 4428960.334762557)"
176495094,2110230086,0,False,55.048,,,,,,"LINESTRING (475953.0746856193 4429146.231595312, 475966.9288939482 4429093.044933128)"
176495094,176495099,0,False,29.449,,,,,,"LINESTRING (475953.0746856193 4429146.231595312, 475981.62915638206 4429153.655508385)"
176495094,176491060,0,False,103.582,,,,,,"LINESTRING (475953.0746856193 4429146.231595312, 475852.5580956971 4429120.433706224)"
176495099,5535590343,0,False,53.17,,,,,,"LINESTRING (475981.62915638206 4429153.655508385, 475968.78525878175 4429205.162980115)"
176495099,176528699,0,False,55.25,,,,,,"LINESTRING (475981.62915638206 4429153.655508385, 476035.15111752244 4429167.771312154)"
176495099,176495094,0,False,29.449,,,,,,"LINESTRING (475981.62915638206 4429153.655508385, 475953.0746856193 4429146.231595312)"
176495101,2496637233,0,False,30.926,,,,,,"LINESTRING (475945.0190421042 4429289.547498461, 475974.94043642667 4429297.588614695)"
176495101,5535590327,0,False,27.561,,,,,,"LINESTRING (475945.0190421042 4429289.547498461, 475918.23393202486 4429282.839568737)"
176495101,5535590343,0,False,87.808,,,,,,"LINESTRING (475945.0190421042 4429289.547498461, 475966.3664696377 4429214.849109103, 475968.78525878175 4429205.162980115)"
176495106,11258798872,0,False,7.95,,,,,,"LINESTRING (476003.2478611775 4427803.73979406, 476003.2472821177 4427811.675692428)"
176495106,487480242,0,False,54.814,,,,,,"LINESTRING (476003.2478611775 4427803.73979406, 476058.17768445105 4427803.822029373)"
176495106,11258791328,0,False,10.026,,,,,,"LINESTRING (476003.2478611775 4427803.73979406, 475993.200839629 4427803.715992283)"
176495108,176492799,0,False,204.847,,,,,,"LINESTRING (476004.2689443262 4428400.793746815, 476003.7958260134 4428605.264113156)"
176495108,176492327,0,False,193.269,,,,,,"LINESTRING (476004.2689443262 4428400.793746815, 476004.24085252406 4428207.879255421)"
176495108,1201255968,0,False,53.081,,,,,,"LINESTRING (476004.2689443262 4428400.793746815, 476057.46196421306 4428400.936918808)"
176495108,1201255985,0,False,37.494,,,,,,"LINESTRING (476004.2689443262 4428400.793746815, 475966.6973932146 4428401.189833454)"
176495887,5251006550,0,True,8.381,,,,,,"LINESTRING (476009.00713596755 4429694.421230816, 476017.12962494354 4429696.548850873)"
176495887,5251006548,0,False,10.151,,,,,,"LINESTRING (476009.00713596755 4429694.421230816, 475999.1932216818 4429691.755097684)"
176495887,544204465,0,True,42.929,,,,,,"LINESTRING (476009.00713596755 4429694.421230816, 476011.8212046681 4429682.924692677, 476019.3727296342 4429652.833173336)"
176506511,176434081,0,False,80.336,,,,,,"LINESTRING (475345.10843018716 4428035.507899231, 475347.0757706154 4428055.213645536, 475346.3325042374 4428115.595529153)"
176506511,176508336,0,False,51.564,,,,,,"LINESTRING (475345.10843018716 4428035.507899231, 475363.0253042492 4428030.299844559, 475395.7899343547 4428026.309105579)"
176506511,176434053,0,False,126.69800000000001,,,,,,"LINESTRING (475345.10843018716 4428035.507899231, 475310.89614179824 4428037.905274602, 475276.45115100004 4428050.115224991, 475271.25555415277 4428053.572853048, 475245.81433866353 4428078.406735908, 475233.94954471337 4428086.2480662465)"
176507150,7675620778,0,False,50.621,,,,,,"LINESTRING (474960.592149188 4429569.294778978, 474981.8415582269 4429595.085970917, 474995.39437247126 4429605.685525246)"
176507163,4386287912,0,False,8.934000000000001,,,,,,"LINESTRING (475069.67867926694 4429625.098301742, 475066.17013838 4429624.776829389, 475060.75217868364 4429625.127572588)"
176507163,2704268803,0,False,121.089,,,,,,"LINESTRING (475069.67867926694 4429625.098301742, 475071.44439045846 4429617.034495294, 475070.0521217333 4429611.456163104, 475068.5582253199 4429608.719559039, 475067.7433328235 4429604.848610788, 475069.0956128875 4429598.229055304, 475069.4164121999 4429591.956956917, 475067.894491092 4429580.674062897, 475067.675996476 4429550.473864, 475066.3728750241 4429535.649609839, 475069.06814580254 4429519.56913652, 475073.2573074752 4429506.214169873)"
176507163,2497517002,0,False,51.816,,,,,,"LINESTRING (475069.67867926694 4429625.098301742, 475080.0034866232 4429627.284298385, 475119.80878285784 4429638.508433731)"
176508336,176506511,0,False,51.564,,,,,,"LINESTRING (475395.7899343547 4428026.309105579, 475363.0253042492 4428030.299844559, 475345.10843018716 4428035.507899231)"
176517012,6927376576,0,False,206.34400000000002,,,,,,"LINESTRING (475291.8460554854 4428535.165642316, 475299.74543419044 4428533.852483468, 475306.6472383812 4428527.603437633, 475311.6869063473 4428518.274870651, 475313.12275845325 4428513.608556727, 475314.5991261396 4428505.645656404, 475315.02076776995 4428493.546186553, 475313.0116738482 4428482.009563878, 475311.12490881956 4428466.088370638, 475310.64548769896 4428457.754446102, 475316.5365725769 4428445.126665516, 475317.85280447 4428437.785840204, 475317.1683264896 4428429.3859859565, 475310.43613892037 4428414.290757416, 475309.69946882554 4428408.22190005, 475310.5130541041 4428401.171283858, 475314.7775333762 4428365.984162779, 475315.4062304043 4428344.039057192)"
176517012,4041946992,0,False,114.154,,,,,,"LINESTRING (475291.8460554854 4428535.165642316, 475246.4612140995 4428557.87782265, 475231.5202924757 4428567.049981523, 475225.806919147 4428573.894581612, 475225.23936408455 4428577.836638323, 475225.14713684923 4428580.966906948, 475224.23351501505 4428583.47829693, 475221.9542770537 4428585.994135277, 475218.75806035224 4428587.369746257, 475215.5488615892 4428587.380201944, 475208.6654790408 4428583.529019538, 475203.39559107926 4428582.402981326, 475199.5050651507 4428582.870731132)"
176517012,4041946481,0,False,59.766,,,,,,"LINESTRING (475291.8460554854 4428535.165642316, 475267.3411567998 4428532.48158265, 475260.0064905185 4428531.595301476, 475254.2886878907 4428531.846982611, 475249.0269329798 4428533.229300212, 475243.30948281876 4428536.211386053, 475235.546952285 4428542.851763223)"
176518324,11211118602,0,False,11.099,,,,,,"LINESTRING (475833.9290042021 4427804.5309745995, 475834.11575814337 4427793.453422018)"
176518324,11258777319,0,True,6.616,,,,,,"LINESTRING (475833.9290042021 4427804.5309745995, 475833.90729951236 4427811.135042482)"
176518324,5085068753,0,False,7.905,,,,,,"LINESTRING (475833.9290042021 4427804.5309745995, 475841.8502158111 4427804.450323888)"
176518324,11211118604,0,True,12.334,,,,,,"LINESTRING (475833.9290042021 4427804.5309745995, 475830.05733690667 4427805.697585042, 475827.762569558 4427806.148841427, 475826.0303658209 4427806.343030473, 475821.7964863225 4427806.34538438)"
176521520,434095452,0,False,346.358,,,,,,"LINESTRING (473859.72129640554 4429195.182360943, 473883.2315219212 4429201.938699142, 473906.54554498807 4429198.784193271, 473964.37997151644 4429187.631069242, 474067.6040352012 4429169.774952411, 474144.64550582966 4429157.236931006, 474165.71914652915 4429157.764674072, 474184.08211863734 4429161.786825227, 474201.0037639136 4429166.113588193)"
176526883,176491044,0,True,181.12,,,,,,"LINESTRING (476102.566304299 4428844.826278418, 475929.72633220477 4428844.885093955)"
176528130,176583176,0,True,59.143,,,,,,"LINESTRING (475882.1628192703 4429719.962155123, 475879.0681192028 4429731.703815916, 475867.2732791618 4429777.103635151)"
176528130,5078274230,0,False,13.979000000000001,,,,,,"LINESTRING (475882.1628192703 4429719.962155123, 475891.7974939202 4429722.617606456, 475895.6666946102 4429723.670862445)"
176528130,25765902,0,False,105.26100000000001,,,,,,"LINESTRING (475882.1628192703 4429719.962155123, 475872.57965775486 4429717.406445222, 475789.6131773358 4429696.048927097, 475780.0558735167 4429693.593143817)"
176528131,5251006547,0,False,10.93,,,,,,"LINESTRING (475994.2677829801 4429750.796134287, 475983.7107243968 4429747.8881854145)"
176528131,8238681178,0,True,10.392,,,,,,"LINESTRING (475994.2677829801 4429750.796134287, 475997.0011644366 4429740.787135459)"
176528131,5251006549,0,False,7.177,,,,,,"LINESTRING (475994.2677829801 4429750.796134287, 476001.21171225625 4429752.661077407)"
176528699,5535590348,0,False,55.874,,,,,,"LINESTRING (476035.15111752244 4429167.771312154, 476089.35521317535 4429181.752156581)"
176528699,176495099,0,False,55.25,,,,,,"LINESTRING (476035.15111752244 4429167.771312154, 475981.62915638206 4429153.655508385)"
176528699,176583223,0,False,54.128,,,,,,"LINESTRING (476035.15111752244 4429167.771312154, 476057.08291714726 4429118.355286937)"
176528704,5535590348,0,False,51.569,,,,,,"LINESTRING (476103.6365006339 4429185.4365789415, 476089.35521317535 4429181.752156581)"
176531379,176531380,0,False,18.0,CR 56N,,,,,"LINESTRING (474031.65149248677 4428223.302848881, 474045.9858584076 4428234.208828705)"
176531379,1430661828,0,False,66.953,CR 56N,,,,,"LINESTRING (474031.65149248677 4428223.302848881, 474019.0574169246 4428214.621888775, 473978.94790501014 4428182.005275387)"
176531380,176531379,0,False,18.0,CR 56N,,,,,"LINESTRING (474045.9858584076 4428234.208828705, 474031.65149248677 4428223.302848881)"
176531380,9217499466,0,False,29.368000000000002,CR 56N,,,,,"LINESTRING (474045.9858584076 4428234.208828705, 474067.3545646934 4428245.423828916, 474072.0233416075 4428247.871934606)"
176531380,1430661809,0,False,74.30499999999999,,,,,,"LINESTRING (474045.9858584076 4428234.208828705, 474033.18650547735 4428242.898772048, 474022.53099903115 4428249.4947692705, 474013.0198817582 4428251.269825295, 474003.9217736134 4428251.511794132, 473989.6953566725 4428252.215273474, 473980.88825385325 4428252.689357851, 473976.30519186694 4428252.849323624)"
176531389,176531393,0,False,13.681000000000001,CR 56N,,,,,"LINESTRING (474118.76029793895 4428231.663367003, 474122.7531099022 4428226.100191808, 474125.0515454647 4428224.283206846, 474128.11614050454 4428221.864261012)"
176531389,4605004180,0,False,23.195,CR 56N,,,,,"LINESTRING (474118.76029793895 4428231.663367003, 474114.61755293235 4428243.331606471, 474111.1353745672 4428248.449081051, 474106.8735609321 4428250.20615762)"
176531389,9217499466,0,False,52.159000000000006,,,,,,"LINESTRING (474118.76029793895 4428231.663367003, 474112.23565697006 4428228.144926876, 474087.21112841624 4428241.227270308, 474072.0233416075 4428247.871934606)"
176531393,176531389,0,False,13.681000000000001,CR 56N,,,,,"LINESTRING (474128.11614050454 4428221.864261012, 474125.0515454647 4428224.283206846, 474122.7531099022 4428226.100191808, 474118.76029793895 4428231.663367003)"
176531393,9215554557,0,True,9.504,CR 56N,,,,,"LINESTRING (474128.11614050454 4428221.864261012, 474134.5087230175 4428219.178719422, 474137.0857337355 4428218.959073607)"
176531410,176531411,0,True,6.447,CR 56N,,,,,"LINESTRING (474272.6127015906 4428208.388184272, 474273.4190665348 4428202.003427238)"
176531410,9215554597,0,False,58.541,,,,,,"LINESTRING (474272.6127015906 4428208.388184272, 474280.5864499293 4428216.397031214, 474282.0285601039 4428218.800678615, 474283.4164360617 4428222.836089522, 474285.42530207295 4428226.247847391, 474287.4400008407 4428228.8604449, 474292.42085409904 4428230.219910576, 474298.48573858815 4428229.056202578, 474304.6596746397 4428227.326072776, 474309.1223502295 4428224.3697174955, 474316.19235596794 4428217.530947152)"
176531411,9215554603,0,False,101.26799999999997,,,,,,"LINESTRING (474273.4190665348 4428202.003427238, 474282.6549900813 4428199.585875586, 474284.1007423953 4428198.016003661, 474283.326990539 4428196.375940179, 474279.83308014355 4428193.013600226, 474274.15655760746 4428187.87167384, 474268.431366789 4428183.484660688, 474267.13806702296 4428182.179331621, 474267.36439758644 4428180.957655992, 474268.76430518535 4428180.975119354, 474270.8960794717 4428182.865869601, 474273.9851115083 4428185.130755528, 474278.5300272105 4428188.8225147575, 474285.17271386733 4428194.4495425895, 474288.2696347876 4428196.525721516, 474290.76261451514 4428196.694883251, 474293.4480112458 4428195.709080641, 474298.4377442945 4428194.637799415, 474301.1791176278 4428195.061406592, 474303.47245541745 4428196.774033228, 474305.1395860058 4428197.567543416, 474306.96368123626 4428196.817737523, 474309.67296251253 4428195.321297609, 474315.91394680855 4428195.74419219, 474316.1676978822 4428197.585799742, 474316.36353610875 4428199.971462752, 474313.3988723368 4428204.199161415)"
176531411,9215554603,1,False,40.805,,,,,,"LINESTRING (474273.4190665348 4428202.003427238, 474284.8694282173 4428203.207822778, 474292.0405403513 4428201.030345081, 474300.3954856739 4428200.602545758, 474306.17828344164 4428201.8372204695, 474310.9379764496 4428203.419428919, 474313.3988723368 4428204.199161415)"
176531411,9215554587,0,True,105.742,CR 56N,,,,,"LINESTRING (474273.4190665348 4428202.003427238, 474272.43533258396 4428196.323972434, 474270.6210063782 4428192.389898515, 474265.439839771 4428187.335096747, 474251.3137216975 4428174.84081816, 474225.5676546661 4428156.470060089, 474216.1525516056 4428151.363042054, 474204.7825710602 4428151.23509748, 474189.89839524834 4428156.879567309)"
176531434,176531379,0,True,31.481,CR 56N,,,,,"LINESTRING (474063.0773773248 4428222.640682606, 474052.1398396863 4428224.143072961, 474039.87244609225 4428223.641064326, 474031.65149248677 4428223.302848881)"
176531434,176531380,0,True,20.924,,,,,,"LINESTRING (474063.0773773248 4428222.640682606, 474053.1404833853 4428227.225233686, 474049.6186689934 4428230.722390612, 474045.9858584076 4428234.208828705)"
176534104,176482673,0,False,173.428,,,,,,"LINESTRING (475261.91100358777 4427802.20711197, 475290.2075374988 4427802.037468828, 475369.0364854099 4427801.515490854, 475387.7943506477 4427802.786689458, 475419.313536659 4427804.0277953185, 475435.6350130317 4427804.185967878)"
176534121,11211118586,0,False,45.717,,,,,,"LINESTRING (476099.29610793036 4427803.889494289, 476063.27373309876 4427803.828193718)"
176538276,176486243,0,False,74.3,,,,,,"LINESTRING (475551.45688968495 4428960.857101277, 475625.9126748905 4428960.373947791)"
176538276,4030731056,0,True,66.559,,,,,,"LINESTRING (475551.45688968495 4428960.857101277, 475520.3012688484 4428965.008515163, 475511.4012795133 4428965.558827158, 475485.10237694404 4428967.186334602)"
176538276,176489794,0,False,64.92,,,,,,"LINESTRING (475551.45688968495 4428960.857101277, 475533.9203327852 4428958.948937167, 475529.04527812084 4428958.420760799, 475510.50197385077 4428956.626881606, 475486.6599061937 4428955.249694085)"
176538282,176488631,0,False,92.245,,,,,,"LINESTRING (475868.5985481687 4428960.288237806, 475776.15973239805 4428960.681979575)"
176538282,176491054,0,True,40.892,,,,,,"LINESTRING (475868.5985481687 4428960.288237806, 475877.25332919386 4428957.763468163, 475879.76178714744 4428957.522429944, 475884.0201371339 4428957.364637315, 475896.618492185 4428957.69097445, 475900.50212511915 4428957.789659643, 475909.1912067878 4428958.0063144835)"
176538284,176495087,0,False,107.482,,,,,,"LINESTRING (476102.9303853976 4428960.704439065, 476003.8412074796 4428960.526296488)"
176539309,1201255947,0,False,47.446,,,,,,"LINESTRING (475834.5239138925 4428400.276658852, 475882.06050275516 4428401.213516981)"
176539309,1201255940,0,False,52.503,,,,,,"LINESTRING (475834.5239138925 4428400.276658852, 475781.91095633816 4428400.03330641)"
176539309,176492796,0,True,201.601,,,,,,"LINESTRING (475834.5239138925 4428400.276658852, 475833.36101175327 4428464.100573299, 475833.4219651368 4428601.497010928)"
